Label,1.80,1.81,1.82,1.83,1.84,1.85,1.86,1.87,1.88,1.89,1.90,1.91,1.92,1.93,1.94,1.95,1.96,1.97,1.98,1.99,2.00,2.01,2.02,2.03,2.04,2.05,2.06,2.07,2.08,2.09,2.10,2.11,2.12,2.13,2.14,2.15,2.16,2.17,2.18,2.19,2.20,2.21,2.22,2.23,2.24,2.25,2.26,2.27,2.28,2.29,2.30,2.31,2.32,2.33,2.34,2.35,2.36,2.37,2.38,2.39,2.40,2.41,2.42,2.43,2.44,2.45,2.46,2.47,2.48,2.49,2.50,2.51,2.52,2.53,2.54,2.55,2.56,2.57,2.58,2.59,2.60,2.61,2.62,2.63,2.64,2.65,2.66,2.67,2.68,2.69,2.70,2.71,2.72,2.73,2.74,2.75,2.76,2.77,2.78,2.79,2.80,2.81,2.82,2.83,2.84,2.85,2.86,2.87,2.88,2.89,2.90,2.91,2.92,2.93,2.94,2.95,2.96,2.97,2.98,2.99,3.00
"(1, 1)",-2.3650737448,-2.3553702411,-2.3457582304,-2.3362364106,-2.3268035056,-2.3174582635,-2.3081994572,-2.2990258827,-2.2899363592,-2.2809297282,-2.2720048531,-2.2631606184,-2.2543959296,-2.245709712,-2.237100911,-2.2285684908,-2.2201114347,-2.2117287438,-2.2034194375,-2.1951825523,-2.1870171416,-2.1789222757,-2.170897041,-2.1629405396,-2.1550518892,-2.1472302227,-2.1394746879,-2.1317844468,-2.1241586761,-2.1165965659,-2.1090973203,-2.1016601565,-2.0942843048,-2.0869690084,-2.0797135229,-2.0725171163,-2.0653790685,-2.0582986712,-2.0512752279,-2.0443080531,-2.0373964725,-2.0305398227,-2.023737451,-2.016988715,-2.0102929826,-2.0036496319,-1.9970580507,-1.9905176365,-1.9840277961,-1.9775879459,-1.9711975111,-1.964855926,-1.9585626337,-1.9523170857,-1.946118742,-1.939967071,-1.933861549,-1.9278016603,-1.921786897,-1.915816759,-1.9098907535,-1.9040083951,-1.8981692057,-1.8923727142,-1.8866184564,-1.8809059752,-1.8752348198,-1.8696045463,-1.864014717,-1.8584649007,-1.8529546723,-1.8474836128,-1.8420513092,-1.8366573545,-1.8313013471,-1.8259828915,-1.8207015974,-1.8154570802,-1.8102489604,-1.8050768641,-1.7999404224,-1.7948392712,-1.7897730519,-1.7847414104,-1.7797439976,-1.7747804691,-1.7698504851,-1.7649537105,-1.7600898145,-1.7552584709,-1.7504593578,-1.7456921575,-1.7409565566,-1.7362522456,-1.7315789195,-1.726936277,-1.7223240209,-1.7177418576,-1.7131894978,-1.7086666556,-1.7041730486,-1.6997083987,-1.695272431,-1.690864874,-1.68648546,-1.6821339246,-1.6778100067,-1.6735134488,-1.6692439965,-1.6650013984,-1.6607854071,-1.6565957774,-1.6524322678,-1.6482946397,-1.6441826575,-1.6400960886,-1.6360347033,-1.6319982749,-1.6279865794,-1.6239993958,-1.6200365057
"(3, 1)",-0.1509606512,-0.1502617082,-0.1495695523,-0.1488840816,-0.1482051963,-0.1475327981,-0.1468667911,0.146207081,0.1455535753,0.1449061832,0.1442648157,0.1436293853,0.1429998063,0.1423759946,0.1417578676,0.1411453445,0.1405383458,0.1399367939,0.1393406123,0.1387497263,0.1381640626,0.1375835494,0.1370081163,0.1364376943,0.1358722156,0.1353116139,0.1347558242,0.1342047826,0.1336584267,0.133116695,0.1325795273,0.1320468646,0.1315186489,0.1309948233,0.130475332,0.1299601201,0.129449134,0.1289423207,0.1284396283,0.1279410058,0.1274464032,0.1269557712,0.1264690617,0.125986227,0.1255072205,0.1250319963,0.1245605093,0.1240927152,-0.1236285703,-0.1231680316,-0.1227110572,-0.1222576053,-0.1218076352,-0.1213611067,-0.1209179802,-0.1204782167,-0.120041778,-0.1196086262,-0.1191787241,-0.1187520352,-0.1183285233,-0.1179081528,-0.1174908888,-0.1170766965,-0.116665542,-0.1162573918,-0.1158522125,-0.1154499717,-0.115050637,-0.1146541766,-0.1142605593,-0.1138697539,-0.11348173,-0.1130964573,-0.1127139062,-0.1123340473,-0.1119568513,-0.1115822899,-0.1112103345,-0.1108409573,-0.1104741307,-0.1101098273,-0.1097480204,-0.1093886832,-0.1090317894,-0.1086773133,-0.108325229,-0.1079755112,-0.1076281351,-0.1072830758,-0.1069403089,-0.1065998104,-0.1062615565,-0.1059255236,-0.1055916885,-0.1052600283,-0.1049305204,-0.1046031423,-0.104277872,-0.1039546878,-0.1036335681,-0.1033144917,-0.1029974375,-0.102682385,-0.1023693137,-0.1020582034,-0.1017490343,-0.1014417867,-0.1011364413,-0.100832979,-0.1005313808,-0.1002316283,-0.099933703,-0.0996375869,-0.0993432622,-0.0990507112,-0.0987599167,-0.0984708614,-0.0981835285,-0.0978979014,-0.0976139638
"(5, 1)",-0.0760354892,-0.0756853152,-0.0753422684,-0.0750062062,-0.0746769841,-0.0743544538,-0.0740384667,-0.0737288737,-0.073425527,-0.0731282775,-0.0728369799,-0.0725514884,-0.0722716606,-0.0719973551,-0.0717284317,-0.0714647531,-0.0712061833,-0.0709525883,-0.0707038352,-0.0704597928,-0.0702203311,-0.0699853221,-0.0697546386,-0.0695281551,-0.0693057477,-0.0690872933,-0.068872671,-0.0686617613,-0.0684544467,-0.0682506115,-0.068050142,-0.0678529267,-0.0676588559,-0.0674678232,-0.0672797242,-0.0670944569,-0.066911923,-0.0667320256,-0.0665546717,-0.0663797715,-0.0662072372,-0.0660369846,-0.0658689324,-0.0657030025,-0.0655391197,-0.0653772118,-0.0652172095,-0.0650590466,-0.0649026594,-0.0647479874,-0.0645949725,-0.0644435594,-0.0642936952,-0.0641453296,-0.0639984147,-0.0638529047,-0.0637087561,-0.0635659275,-0.0634243796,-0.0632840748,-0.0631449773,-0.0630070533,-0.0628702704,-0.0627345978,-0.0626000063,-0.062466468,-0.0623339561,-0.0622024455,-0.0620719119,-0.0619423323,-0.0618136847,-0.061685948,-0.0615591022,-0.061433128,-0.061308007,-0.0611837217,-0.061060255,-0.0609375908,-0.0608157136,-0.0606946083,-0.0605742606,-0.0604546567,-0.0603357832,-0.0602176275,-0.060100177,-0.0599834197,-0.0598673443,-0.0597519395,-0.0596371945,-0.059523099,-0.0594096429,-0.0592968163,-0.0591846097,-0.0590730142,-0.0589620205,-0.0588516201,-0.0587418045,-0.0586325657,-0.0585238953,-0.0584157861,-0.0583082302,-0.0582012202,-0.0580947493,0.0579888102,0.0578833963,0.0577785007,0.0576741172,0.0575702393,0.0574668609,0.0573639761,0.0572615787,0.057159663,0.0570582235,0.0569572546,0.0568567509,0.0567567072,0.0566571183,0.0565579791,0.0564592846,0.0563610302,0.0562632109
"(2, 2)",-2.0963666837,-2.0886068253,-2.0809117817,-2.073280771,-2.0657130242,-2.0582077845,-2.0507643071,-2.0433818585,-2.0360597161,-2.0287971679,-2.0215935123,-2.0144480572,-2.0073601207,-2.0003290301,-1.9933541224,-1.9864347435,-1.9795702485,-1.9727600019,-1.9660033769,-1.9592997557,-1.9526485295,-1.9460490982,-1.9395008706,-1.9330032641,-1.9265557046,-1.9201576265,-1.9138084728,-1.9075076947,-1.9012547515,-1.8950491106,-1.8888902472,-1.8827776448,-1.876710794,-1.8706891933,-1.8647123486,-1.858779773,-1.8528909869,-1.8470455177,-1.8412428998,-1.8354826742,-1.8297643888,-1.8240875979,-1.8184518624,-1.8128567495,-1.8073018325,-1.8017866908,-1.79631091,-1.7908740814,-1.7854758021,-1.7801156751,-1.7747933086,-1.7695083166,-1.7642603183,-1.7590489382,-1.7538738062,-1.7487345569,-1.7436308303,-1.7385622711,-1.7335285289,-1.7285292579,-1.7235641172,-1.7186327703,-1.7137348853,-1.7088701346,-1.7040381949,-1.6992387473,-1.6944714771,-1.6897360736,-1.6850322301,-1.6803596439,-1.6757180163,-1.6711070522,-1.6665264604,-1.6619759536,-1.6574552477,-1.6529640624,-1.6485021209,-1.6440691499,-1.6396648793,-1.6352890425,-1.630941376,-1.6266216199,-1.6223295169,-1.6180648134,-1.6138272584,-1.6096166043,-1.6054326062,-1.6012750224,-1.5971436138,-1.5930381442,-1.5889583805,-1.5849040921,-1.580875051,-1.5768710322,-1.5728918133,-1.5689371743,-1.5650068981,-1.5611007697,-1.5572185769,-1.55336011,-1.5495251618,-1.5457135272,-1.5419250036,-1.538159391,-1.5344164916,-1.5306961097,-1.526998052,-1.5233221276,-1.5196681476,-1.5160359249,-1.5124252757,-1.5088360172,-1.5052679692,-1.5017209535,-1.4981947937,-1.4946893158,-1.4912043475,-1.4877397188,-1.4842952613,-1.4808708088,-1.4774661968
"(4, 2)",-0.2321764049,-0.2309647849,-0.2297568062,-0.2285531035,0.227354257,0.2261607929,0.2249731852,0.2237918562,0.22261718,0.2214494848,0.2202890564,0.2191361407,0.217990949,0.2168536602,0.2157244241,0.2146033655,0.2134905865,0.2123861695,0.2112901794,0.2102026658,0.2091236652,0.2080532025,0.2069912921,0.2059379394,0.2048931421,0.2038568908,0.2028291693,0.201809956,0.2007992244,0.199796943,0.1988030762,0.1978175845,0.196840425,0.1958715514,0.1949109145,0.1939584623,0.1930141403,0.1920778919,0.1911496582,0.1902293783,0.1893169898,0.1884124284,0.1875156289,0.1866265244,0.185745047,0.1848711278,0.184004697,0.1831456841,0.1822940179,0.1814496267,0.1806124385,0.1797823807,0.1789593806,0.1781433653,0.1773342619,0.1765319973,0.1757364985,0.1749476929,0.1741655075,0.17338987,0.1726207082,0.1718579502,0.1711015245,0.1703513599,0.1696073856,0.1688695314,0.1681377275,0.1674119045,0.1666919938,0.1659779272,0.1652696368,0.1645670559,0.1638701177,0.1631787565,0.1624929071,0.1618125049,0.1611374858,0.1604677867,0.1598033447,0.159144098,0.1584899853,0.1578409459,0.1571969198,0.1565578477,0.1559236709,0.1552943316,0.1546697725,0.154049937,0.1534347691,0.1528242136,0.152218216,0.1516167223,0.1510196795,0.1504270349,0.1498387366,0.1492547334,0.1486749747,0.1480994108,0.1475279922,0.1469606705,0.1463973975,0.1458381261,0.1452828097,0.144731402,0.1441838577,0.1436401319,0.1431001805,0.1425639599,0.142031427,0.1415025395,0.1409772557,0.1404555342,0.1399373345,0.1394226164,0.1389113406,0.138403468,0.1378989604,0.1373977798,0.136899889,0.1364052512,0.1359138303
"(6, 2)",0.0400603793,0.0407911531,0.0415061989,0.0422091737,0.0429032322,0.0435909628,0.0442744183,0.0449550741,0.0456339022,0.0463113926,0.0469876462,0.0476623712,0.0483350211,0.0490048262,0.0496708289,0.0503319905,0.0509871999,0.0516353048,0.052275155,0.0529056246,0.0535256342,0.0541341617,0.0547302474,0.0553130016,0.0558816145,0.0564353529,0.0569735454,0.0574955971,0.0580009826,0.058489238,0.0589599556,0.0594127817,0.0598474105,0.0602635797,0.0606610676,0.0610396861,0.0613992799,0.061739721,0.0620609021,0.0623627523,0.0626452022,0.0629082105,0.0631517439,0.0633757941,0.063580361,0.0637654611,0.0639311244,0.0640773925,0.0642043237,0.0643119903,0.0644004813,0.0644699027,0.0645203787,0.0645520549,0.0645650983,0.064559698,0.0645360706,0.0644944597,0.0644351357,0.0643584009,0.0642645885,0.0641540647,0.0640272296,0.0638845164,0.0637263944,0.0635533658,0.0633659662,0.0631647649,0.0629503597,0.0627233795,0.0624844794,0.0622343377,0.0619736527,0.0617031405,0.0614235285,0.0611355566,0.0608399676,0.0605375045,0.0602289085,0.0599149128,0.0595962394,0.0592735951,0.0589476684,0.0586191259,0.0582886094,0.0579567345,0.0576240871,0.0572912231,0.0569586657,0.0566269061,0.0562964017,0.0559675771,0.0556408218,0.0553164937,0.0549949186,0.0546763897,0.0543611705,0.0540494952,0.0537415705,0.0534375764,0.0531376671,0.0528419751,0.0525506099,0.052263661,0.0519811991,0.0517032775,0.0514299335,0.0511611899,0.0508970567,0.0506375322,0.0503826029,0.0501322469,0.0498864333,0.0496451236,0.0494082729,0.0491758301,0.0489477398,0.0487239417,0.0485043722,0.0482889643,0.0480776489
"(1, 3)",-0.1509606512,-0.1502617082,-0.1495695523,-0.1488840816,-0.1482051963,-0.1475327981,-0.1468667911,0.146207081,0.1455535753,0.1449061832,0.1442648157,0.1436293853,0.1429998063,0.1423759946,0.1417578676,0.1411453445,0.1405383458,0.1399367939,0.1393406123,0.1387497263,0.1381640626,0.1375835494,0.1370081163,0.1364376943,0.1358722156,0.1353116139,0.1347558242,0.1342047826,0.1336584267,0.133116695,0.1325795273,0.1320468646,0.1315186489,0.1309948233,0.130475332,0.1299601201,0.129449134,0.1289423207,0.1284396283,0.1279410058,0.1274464032,0.1269557712,0.1264690617,0.125986227,0.1255072205,0.1250319963,0.1245605093,0.1240927152,-0.1236285703,-0.1231680316,-0.1227110572,-0.1222576053,-0.1218076352,-0.1213611067,-0.1209179802,-0.1204782167,-0.120041778,-0.1196086262,-0.1191787241,-0.1187520352,-0.1183285233,-0.1179081528,-0.1174908888,-0.1170766965,-0.116665542,-0.1162573918,-0.1158522125,-0.1154499717,-0.115050637,-0.1146541766,-0.1142605593,-0.1138697539,-0.11348173,-0.1130964573,-0.1127139062,-0.1123340473,-0.1119568513,-0.1115822899,-0.1112103345,-0.1108409573,-0.1104741307,-0.1101098273,-0.1097480204,-0.1093886832,-0.1090317894,-0.1086773133,-0.108325229,-0.1079755112,-0.1076281351,-0.1072830758,-0.1069403089,-0.1065998104,-0.1062615565,-0.1059255236,-0.1055916885,-0.1052600283,-0.1049305204,-0.1046031423,-0.104277872,-0.1039546878,-0.1036335681,-0.1033144917,-0.1029974375,-0.102682385,-0.1023693137,-0.1020582034,-0.1017490343,-0.1014417867,-0.1011364413,-0.100832979,-0.1005313808,-0.1002316283,-0.099933703,-0.0996375869,-0.0993432622,-0.0990507112,-0.0987599167,-0.0984708614,-0.0981835285,-0.0978979014,-0.0976139638
"(3, 3)",-1.9146274867,-1.9092724656,-1.9039451914,-1.8986456555,-1.8933738399,-1.8881297175,-1.8829132528,-1.8777244023,-1.872563115,-1.8674293332,-1.8623229927,-1.8572440233,-1.8521923493,-1.8471678901,-1.8421705603,-1.8372002702,-1.8322569262,-1.8273404311,-1.8224506842,-1.8175875818,-1.8127510175,-1.8079408822,-1.8031570643,-1.7983994501,-1.7936679238,-1.788962368,-1.7842826632,-1.7796286886,-1.775000322,-1.7703974395,-1.7658199164,-1.7612676267,-1.7567404436,-1.7522382391,-1.7477608848,-1.7433082511,-1.7388802079,-1.7344766252,-1.7300973712,-1.7257423146,-1.7214113234,-1.7171042655,-1.7128210083,-1.7085614191,-1.704325365,-1.7001127128,-1.6959233295,-1.6917570818,-1.6876138364,-1.6834934601,-1.6793958196,-1.6753207817,-1.6712682133,-1.6672379814,-1.6632299531,-1.6592439957,-1.6552799765,-1.6513377632,-1.6474172235,-1.6435182255,-1.6396406373,-1.6357843274,-1.6319491646,-1.6281350178,-1.6243417562,-1.6205692494,-1.6168173673,-1.6130859801,-1.6093749583,-1.6056841728,-1.6020134948,-1.598362796,-1.5947319484,-1.5911208243,-1.5875292968,-1.5839572391,-1.5804045248,-1.5768710285,-1.5733566247,-1.5698611887,-1.5663845963,-1.5629267237,-1.5594874478,-1.5560666461,-1.5526641964,-1.5492799776,-1.5459138688,-1.5425657497,-1.5392355009,-1.5359230037,-1.5326281395,-1.5293507911,-1.5260908418,-1.5228481754,-1.519622676,-1.5164142293,-1.5132227212,-1.5100480386,-1.5068900688,-1.5037487002,-1.5006238215,-1.4975153229,-1.4944230945,-1.4913470278,-1.4882870146,-1.4852429477,-1.4822147207,-1.4792022277,-1.476205364,-1.4732240255,-1.4702581084,-1.4673075101,-1.4643721288,-1.4614518633,-1.4585466132,-1.4556562787,-1.452780761,-1.4499199619,-1.4470737838,-1.44424213,-1.4414249045
"(5, 3)",0.2166810041,0.2160244404,0.2153581202,0.2146815835,0.2139944149,0.2132962419,0.2125867393,-0.2118656261,-0.2111326693,-0.2103876803,-0.2096305183,-0.2088610873,-0.2080793403,-0.2072852731,-0.2064789278,-0.2056603909,-0.2048297927,-0.2039873058,-0.2031331438,-0.2022675596,-0.2013908445,-0.2005033258,-0.1996053648,-0.1986973543,-0.1977797174,-0.196852903,-0.1959173849,-0.1949736586,-0.1940222389,-0.1930636565,-0.1920984558,-0.1911271917,-0.1901504277,-0.1891687321,-0.1881826765,-0.1871928327,-0.1861997709,-0.1852040569,-0.1842062503,-0.1832069037,-0.1822065582,-0.1812057445,-0.1802049796,-0.1792047669,-0.1782055945,-0.1772079341,-0.1762122401,-0.1752189493,0.17422848,0.1732412318,0.1722575854,0.1712779023,0.1703025247,0.1693317756,0.168365959,0.1674053598,0.1664502448,0.1655008621,0.1645574422,0.1636201981,0.1626893259,0.1617650055,0.1608474008,0.1599366605,0.1590329186,0.1581362951,0.1572468964,0.1563648163,0.1554901359,0.1546229251,0.1537632425,0.1529111362,0.1520666447,0.1512297967,0.1504006123,0.1495791036,0.1487652747,0.1479591224,0.147160637,0.1463698022,0.1455865958,0.1448109906,0.1440429538,0.1432824482,0.1425294325,0.141783861,0.141045685,0.1403148519,0.1395913064,0.1388749904,0.1381658434,0.1374638025,0.1367688032,0.136080779,0.1353996618,0.1347253821,0.1340578694,0.1333970522,0.1327428582,0.1320952142,0.1314540468,0.1308192812,0.1301908434,-0.1295686588,-0.1289526526,-0.1283427502,-0.1277388769,-0.127140958,-0.1265489193,-0.1259626868,-0.125382187,-0.1248073466,-0.1242380929,-0.1236743536,-0.1231160571,-0.1225631324,-0.1220155089,-0.1214731169,-0.1209358873,-0.1204037518,-0.1198766426
